listElement,isInstruction
"Laura says: May 10, 2024 I have made this recipe a few times! Love the dough. It makes large pizzas!Could I sub butter for the oil? I ran out this time! Whoops!Reply Trina @ Sally's Baking Recipes says: May 10, 2024 Hi Laura! Butter will work well in the dough, but youll want oil to grease the bowl for rising and to spread on the dough before toppings.Reply",0
"Trina @ Sally's Baking Recipes says: May 10, 2024 Hi Laura! Butter will work well in the dough, but youll want oil to grease the bowl for rising and to spread on the dough before toppings.Reply",0
"Katie Welter says: May 5, 2024 OMG!!!!!!!!! This was delicious!!!!!! I added all kinds of things on top, I bake and cook so I thot I would try a new recipe! 5 STARS!!!!!!!!!!!Reply",0
"Cheryl Ball says: May 2, 2024 This was amazing! Ive been looking for a good pizza dough and everyone raved about it. Delicious.Reply",0
"Cathy Lutz says: May 1, 2024 My pizza story. I am determined. Made the dough. Made the sauce. Shredded the cheese. The first pizza looked promising, but stuck to the peel, even with corn meal, so I folded it up and put it in the pan and spread out the stuff. It wasnt pretty. In the oven it went. While rolling out the second crust, I knocked the Pyrex bowl filled with shredded cheese, to the floor and it shattered. My husband cleaned up the cheese and glass. Then mopped. The first pizza turned out good, tho. Crust was excellent. Hubby is getting more cheese and tomorrow, will use the second crust to make calzones. I struggle in the kitchen. I will try again next week!Reply McKenzie says: May 7, 2024 You got this!Reply",0
"McKenzie says: May 7, 2024 You got this!Reply",0
"Sam says: April 27, 2024 Hello,I am a real beginner but I really wanted to bake ,tried a few times and failed but this time when I saw your kneeding,I knew what was wrong with my doe before. Thanks for the recipeReply",0
"Gail says: April 25, 2024 I was looking for a pizza dough that wasnt heavy and well, doughy. I found this and gave it a try. Definitely 5 Stars and forever in my recipe box.Reply Bernadette Bigelow says: May 6, 2024 I use 00 flour, should I use the same amount as noted on your recipe?Reply Lexi @ Sally's Baking Recipes says: May 6, 2024 Hi Bernadette, yes, same amount.",0
"Bernadette Bigelow says: May 6, 2024 I use 00 flour, should I use the same amount as noted on your recipe?Reply Lexi @ Sally's Baking Recipes says: May 6, 2024 Hi Bernadette, yes, same amount.",0
"Lexi @ Sally's Baking Recipes says: May 6, 2024 Hi Bernadette, yes, same amount.",0
"Becks says: April 25, 2024 Stickiest dough Ive ever made, Ill be staying with the bbc pizza dough recipe!Reply Stephanie @ Sally's Baking Recipes says: May 1, 2024 Hi Becks, Thank you for trying this recipe. There are a lot of variables that go into the consistency of dough, even down to the weather and humidity in the air. Theres nothing wrong with adding a little more flour to bring the dough into a less sticky and knead-able consistency if you decide to try this again.Reply",0
"Stephanie @ Sally's Baking Recipes says: May 1, 2024 Hi Becks, Thank you for trying this recipe. There are a lot of variables that go into the consistency of dough, even down to the weather and humidity in the air. Theres nothing wrong with adding a little more flour to bring the dough into a less sticky and knead-able consistency if you decide to try this again.Reply",0
"Mathew Souza says: April 24, 2024 This recipe was perfect, I made it for my family and the first bite, they fell in love! thank you for this recipe, I look forward to you making more in the future!Reply",0
"Rob says: April 21, 2024 Ive made several pizzas from this recipe, its easy and tastes great.Reply",0
Skip to primary navigation,0
Skip to header navigation,0
Skip to main content,0
Skip to primary sidebar,0
My RecipeTin,0
My cookbook!,0
Recipes,0
Recipes By CategoryIconic + cult classicsMainsChickenChicken minceBeef RecipesGround Beef (Mince)PorkLambTurkeyShrimp / PrawnsSalmonFish recipesSalad MealsQuick and EasySoupsOne Pot  One PanStewsSlow CookerSidesAllSalads & vegShow Off SaladsRice (all)Fried rice recipesRice (plain)PotatoPastaAllPasta bakesPasta saladsSweetCakesCandyCheesecakesCupcakes & MuffinsCookiesPuddings & Cosy DessertsBite SizePiesSlices & BarsFrosting & IcingIce creamCuisineAsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnameseFrenchGreekIndianItalianMediterraneanMexicanMiddle EasternSouth AmericanDietaryGluten FreeLow CalorieVegetarianOther CategoriesBBQBreakfastBurgersCocktailsParty FoodsRice RecipesRoastsSandwiches & SlidersCookbook recipes,0
Iconic + cult classics,0
MainsChickenChicken minceBeef RecipesGround Beef (Mince)PorkLambTurkeyShrimp / PrawnsSalmonFish recipesSalad Meals,0
ChickenChicken mince,0
Chicken mince,0
Beef RecipesGround Beef (Mince),0
Ground Beef (Mince),0
Pork,0
Lamb,0
Turkey,0
Shrimp / Prawns,0
Salmon,0
Fish recipes,0
Salad Meals,0
Quick and Easy,0
Soups,0
One Pot  One Pan,0
Stews,0
Slow Cooker,0
SidesAllSalads & vegShow Off SaladsRice (all)Fried rice recipesRice (plain)Potato,0
All,0
Salads & veg,0
Show Off Salads,0
Rice (all),0
Fried rice recipes,0
Rice (plain),0
Potato,0
PastaAllPasta bakesPasta salads,0
All,0
Pasta bakes,0
Pasta salads,0
SweetCakesCandyCheesecakesCupcakes & MuffinsCookiesPuddings & Cosy DessertsBite SizePiesSlices & BarsFrosting & IcingIce cream,0
Cakes,0
Candy,0
Cheesecakes,0
Cupcakes & Muffins,0
Cookies,0
Puddings & Cosy Desserts,0
Bite Size,0
Pies,0
Slices & Bars,0
Frosting & Icing,0
Ice cream,0
CuisineAsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnameseFrenchGreekIndianItalianMediterraneanMexicanMiddle EasternSouth American,0
AsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnamese,0
All,0
Stir fries,0
Noodles,0
Soups,0
Chinese,0
Japanese,0
Korean,0
Thai,0
Vietnamese,0
French,0
Greek,0
Indian,0
Italian,0
Mediterranean,0
Mexican,0
Middle Eastern,0
South American,0
DietaryGluten FreeLow CalorieVegetarian,0
Gluten Free,0
Low Calorie,0
Vegetarian,0
Other CategoriesBBQBreakfastBurgersCocktailsParty FoodsRice RecipesRoastsSandwiches & Sliders,0
BBQ,0
Breakfast,0
Burgers,0
Cocktails,0
Party Foods,0
Rice Recipes,0
Roasts,0
Sandwiches & Sliders,0
Cookbook recipes,0
Collections,0
AboutMeRecipeTin MealsFree Recipe BooksContactNitty GrittyPolicy: Use of Recipes & ImagesPrivacy & Disclosure,0
Me,0
RecipeTin Meals,0
Free Recipe Books,0
Contact,0
Nitty GrittyPolicy: Use of Recipes & ImagesPrivacy & Disclosure,0
Policy: Use of Recipes & Images,0
Privacy & Disclosure,0
Iconic + cult classics,0
MainsChickenChicken minceBeef RecipesGround Beef (Mince)PorkLambTurkeyShrimp / PrawnsSalmonFish recipesSalad Meals,0
ChickenChicken mince,0
Chicken mince,0
Beef RecipesGround Beef (Mince),0
Ground Beef (Mince),0
Pork,0
Lamb,0
Turkey,0
Shrimp / Prawns,0
Salmon,0
Fish recipes,0
Salad Meals,0
Quick and Easy,0
Soups,0
One Pot  One Pan,0
Stews,0
Slow Cooker,0
SidesAllSalads & vegShow Off SaladsRice (all)Fried rice recipesRice (plain)Potato,0
All,0
Salads & veg,0
Show Off Salads,0
Rice (all),0
Fried rice recipes,0
Rice (plain),0
Potato,0
PastaAllPasta bakesPasta salads,0
All,0
Pasta bakes,0
Pasta salads,0
SweetCakesCandyCheesecakesCupcakes & MuffinsCookiesPuddings & Cosy DessertsBite SizePiesSlices & BarsFrosting & IcingIce cream,0
Cakes,0
Candy,0
Cheesecakes,0
Cupcakes & Muffins,0
Cookies,0
Puddings & Cosy Desserts,0
Bite Size,0
Pies,0
Slices & Bars,0
Frosting & Icing,0
Ice cream,0
CuisineAsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnameseFrenchGreekIndianItalianMediterraneanMexicanMiddle EasternSouth American,0
AsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnamese,0
All,0
Stir fries,0
Noodles,0
Soups,0
Chinese,0
Japanese,0
Korean,0
Thai,0
Vietnamese,0
French,0
Greek,0
Indian,0
Italian,0
Mediterranean,0
Mexican,0
Middle Eastern,0
South American,0
DietaryGluten FreeLow CalorieVegetarian,0
Gluten Free,0
Low Calorie,0
Vegetarian,0
Other CategoriesBBQBreakfastBurgersCocktailsParty FoodsRice RecipesRoastsSandwiches & Sliders,0
BBQ,0
Breakfast,0
Burgers,0
Cocktails,0
Party Foods,0
Rice Recipes,0
Roasts,0
Sandwiches & Sliders,0
Cookbook recipes,0
ChickenChicken mince,0
Chicken mince,0
Beef RecipesGround Beef (Mince),0
Ground Beef (Mince),0
Pork,0
Lamb,0
Turkey,0
Shrimp / Prawns,0
Salmon,0
Fish recipes,0
Salad Meals,0
Chicken mince,0
Ground Beef (Mince),0
All,0
Salads & veg,0
Show Off Salads,0
Rice (all),0
Fried rice recipes,0
Rice (plain),0
Potato,0
All,0
Pasta bakes,0
Pasta salads,0
Cakes,0
Candy,0
Cheesecakes,0
Cupcakes & Muffins,0
Cookies,0
Puddings & Cosy Desserts,0
Bite Size,0
Pies,0
Slices & Bars,0
Frosting & Icing,0
Ice cream,0
AsianAllStir friesNoodlesSoupsChineseJapaneseKoreanThaiVietnamese,0
All,0
Stir fries,0
Noodles,0
Soups,0
Chinese,0
Japanese,0
Korean,0
Thai,0
Vietnamese,0
French,0
Greek,0
Indian,0
Italian,0
Mediterranean,0
Mexican,0
Middle Eastern,0
South American,0
All,0
Stir fries,0
Noodles,0
Soups,0
Chinese,0
Japanese,0
Korean,0
Thai,0
Vietnamese,0
Gluten Free,0
Low Calorie,0
Vegetarian,0
BBQ,0
Breakfast,0
Burgers,0
Cocktails,0
Party Foods,0
Rice Recipes,0
Roasts,0
Sandwiches & Sliders,0
Me,0
RecipeTin Meals,0
Free Recipe Books,0
Contact,0
Nitty GrittyPolicy: Use of Recipes & ImagesPrivacy & Disclosure,0
Policy: Use of Recipes & Images,0
Privacy & Disclosure,0
Policy: Use of Recipes & Images,0
Privacy & Disclosure,0
,0
,0
,0
1148,0
8375,0
,0
 1 3/4 cups plain / all purpose flour,0
" 3/4 cup cocoa powder , unsweetened (Note 2)",0
 1 1/2 tsp baking powder,0
 1 1/2 tsp baking soda (bi-carb soda),0
 2 cups white sugar (Note 1),0
 1 tsp salt,0
 2 eggs (~55-65g / 2 oz each),0
 1 cup milk (low or full fat),0
 1/2 cup vegetable oil (or canola),0
 2 tsp vanilla extract,0
 1 cup boiling water,0
 1 1/2 batches Chocolate Buttercream Frosting (slide scaler on recipe),0
Preheat oven to 180C/350F (160C fan). Read Note 4 regarding shelf positions.,1
"Grease 2 x 22cm/9"" cake pans with butter, then line the base. (Note 3 re: springform pans and other pan sizes).",1
"Sift flour, cocoa, baking powder and baking soda into a large bowl. Add Sugar and salt. Whisk briefly to combine.",1
"Add eggs, milk, oil and vanilla. Whisk well to combine until lump free - about 30 seconds.",1
Add boiling water and whisk to incorporate. The batter is VERY thin (see video).,1
Pour batter into cake pans.,1
Bake for 35 minutes or until a wooden skewer inserted into the centre comes out clean. See Note 4 regarding cook time if pans are on different shelves.,1
"Cool for 10 minutes, then turn out onto wire racks upside down (Note 5).",1
Cool completely before frosting. I frosted the cake with my Chocolate Buttercream Frosting (scale recipe up by 50%).,1
bundt pan - 50 minutes,0
"single 22cm/9"" pan - 40 to 45 minutes",0
"2 x 20cm / 8"" pans - 38 minutes",0
"3 x 20cm / 8"" pans - 25 minutes",0
"33 x 22 x 5 cm / 13 x 9 x 2"" rectangle pan - 35 - 40 minutes",0
"Rebecca says January 28, 2024 at 5:36 pm I use a closed cake tin sometimes (like a bundt tin) which is grease well with butter and then dust with flour. That works. Ive also used a good quality spring-form tin and again, butter and flour the base and sides, then make a paper base as recommended, but I make it larger. Then I cut in the edges so when I lay it it in the base, the sides go up a bit. That also stops the batter flowing out. Or you can make muffins and they wont flow out! For the ganache, make sure you have a thick, high fat cream to start with. The more chocolate to cream ratio the thicker it will be and the and harder it sets. Unless you use low fat cream (and dont!), the whole thing will whip to a thick consistency. Dont add flour. Uncooked flour will will taste wrong and have a pasty, grainy texture. The recipe has great suggestions re ratio of chocolate to cream to get the consistency you want. It is in the notes section! Good luck! It is an awesome recipe!ReplyRachael says January 28, 2024 at 8:49 pm Thanks actually the next day the ganache was awesome and thick!!! Thanks for your tips!Reply",0
"Rachael says January 28, 2024 at 8:49 pm Thanks actually the next day the ganache was awesome and thick!!! Thanks for your tips!Reply",0
"Rachael says January 28, 2024 at 8:49 pm Thanks actually the next day the ganache was awesome and thick!!! Thanks for your tips!Reply",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
All Recipes,0
By Category,0
Collections,0
About Nagi,0
About Dozer,0
RecipeTin Meals,0
RecipeTin Japan,0
Food Bloggers Central,0
Contact,0
Image Use Policy,0
Privacy Policy & Terms,0
Subscriber club,0
Wine Club,0
Good Food Shows,0
Recipe Boxes,0
Sustainability,0
Download our App,0
RecipesBack to Main menuNew and trendingBack to RecipesAir-fryers: Do I need to upgrade?Weight loss recipesSummer Taste Awards 2024Is vegan 'meat' healthy?Newsletter recipesBack to RecipesBudget spring recipesCheap veggie mealsSign up todayWhat to cookBack to RecipesQuick and easyEveryday recipesFamily recipesOne potsComfort foodTraybakesAir fryer recipesBatch cookingAll inspirationMeal typeBack to RecipesBreakfastLunchDinnerBrowse all meal typesDiet typeBack to RecipesVeganVegetarianBrowse all diet typesOccasionBack to RecipesSpring recipesDinner party recipesCocktails and drinksBrowse all occasionsExploreBack to RecipesCuisinesChef recipesExplore more,0
